filepath,label,filename,extension
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10071.jpg,cat,10071,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10072.jpg,cat,10072,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10073.jpg,cat,10073,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10074.jpg,cat,10074,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10075.jpg,cat,10075,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10076.jpg,cat,10076,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10077.jpg,cat,10077,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10078.jpg,cat,10078,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10079.jpg,cat,10079,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1008.jpg,cat,1008,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10080.jpg,cat,10080,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10081.jpg,cat,10081,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10082.jpg,cat,10082,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10083.jpg,cat,10083,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10084.jpg,cat,10084,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10085.jpg,cat,10085,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10086.jpg,cat,10086,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10087.jpg,cat,10087,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10088.jpg,cat,10088,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10089.jpg,cat,10089,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1009.jpg,cat,1009,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10090.jpg,cat,10090,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10091.jpg,cat,10091,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10092.jpg,cat,10092,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10093.jpg,cat,10093,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10094.jpg,cat,10094,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10095.jpg,cat,10095,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10096.jpg,cat,10096,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10097.jpg,cat,10097,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10098.jpg,cat,10098,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10099.jpg,cat,10099,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\101.jpg,cat,101,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1010.jpg,cat,1010,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10100.jpg,cat,10100,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10101.jpg,cat,10101,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10102.jpg,cat,10102,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10103.jpg,cat,10103,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10104.jpg,cat,10104,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10105.jpg,cat,10105,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10106.jpg,cat,10106,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10107.jpg,cat,10107,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10108.jpg,cat,10108,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10109.jpg,cat,10109,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1011.jpg,cat,1011,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10110.jpg,cat,10110,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10111.jpg,cat,10111,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10112.jpg,cat,10112,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10113.jpg,cat,10113,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10114.jpg,cat,10114,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10115.jpg,cat,10115,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10116.jpg,cat,10116,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10117.jpg,cat,10117,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10118.jpg,cat,10118,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10119.jpg,cat,10119,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1012.jpg,cat,1012,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10120.jpg,cat,10120,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10121.jpg,cat,10121,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10122.jpg,cat,10122,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10123.jpg,cat,10123,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10124.jpg,cat,10124,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10125.jpg,cat,10125,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10126.jpg,cat,10126,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10127.jpg,cat,10127,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10128.jpg,cat,10128,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10129.jpg,cat,10129,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1013.jpg,cat,1013,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10130.jpg,cat,10130,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10131.jpg,cat,10131,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10132.jpg,cat,10132,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10133.jpg,cat,10133,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10134.jpg,cat,10134,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10135.jpg,cat,10135,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10136.jpg,cat,10136,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10137.jpg,cat,10137,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10138.jpg,cat,10138,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10139.jpg,cat,10139,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1014.jpg,cat,1014,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10140.jpg,cat,10140,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10141.jpg,cat,10141,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10142.jpg,cat,10142,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10143.jpg,cat,10143,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10144.jpg,cat,10144,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10145.jpg,cat,10145,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10146.jpg,cat,10146,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10147.jpg,cat,10147,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10148.jpg,cat,10148,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10149.jpg,cat,10149,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1015.jpg,cat,1015,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10150.jpg,cat,10150,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10151.jpg,cat,10151,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10152.jpg,cat,10152,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10153.jpg,cat,10153,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10154.jpg,cat,10154,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10155.jpg,cat,10155,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10156.jpg,cat,10156,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10157.jpg,cat,10157,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10158.jpg,cat,10158,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10159.jpg,cat,10159,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1016.jpg,cat,1016,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10160.jpg,cat,10160,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10161.jpg,cat,10161,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10162.jpg,cat,10162,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10163.jpg,cat,10163,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10164.jpg,cat,10164,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10165.jpg,cat,10165,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10166.jpg,cat,10166,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10167.jpg,cat,10167,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10168.jpg,cat,10168,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10169.jpg,cat,10169,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1017.jpg,cat,1017,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10170.jpg,cat,10170,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10171.jpg,cat,10171,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10172.jpg,cat,10172,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10173.jpg,cat,10173,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10174.jpg,cat,10174,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10175.jpg,cat,10175,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10176.jpg,cat,10176,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10177.jpg,cat,10177,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10178.jpg,cat,10178,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10179.jpg,cat,10179,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\1018.jpg,cat,1018,.jpg
c:\Users\taikh\OneDrive\Documents\JSI Checkpoint 1\CatDogClassifier\PetImages\Cat\10180.jpg,cat,10180,.jpg
